n,alpha,mean
793,0.0828483,0.502513
795,0.0828053,0.50264
797,0.0830092,0.503657
799,0.0833065,0.503549
801,0.0834133,0.502697
803,0.0832088,0.502701
805,0.08321,0.502676
807,0.0832313,0.503107
809,0.0832219,0.50276
811,0.0832714,0.502311
813,0.0832647,0.501703
815,0.0830674,0.501643
817,0.0829794,0.501446
819,0.0828728,0.500978
821,0.082755,0.500526
823,0.0826053,0.500637
825,0.0824262,0.500781
827,0.0822804,0.501068
829,0.0821517,0.501222
831,0.0819601,0.501107
833,0.0822398,0.502174
835,0.0824504,0.501208
837,0.0825186,0.501948
839,0.0823887,0.501838
841,0.0824669,0.501507
843,0.0824451,0.501893
845,0.08239,0.502004
847,0.0824663,0.502452
849,0.0823059,0.502287
851,0.0822876,0.502892
853,0.0821445,0.50288
855,0.0820815,0.50233
857,0.0822766,0.503269
859,0.0822674,0.503324
861,0.0821963,0.50324
863,0.0820935,0.503689
865,0.0821072,0.503536
867,0.0821951,0.504336
869,0.082035,0.504491
871,0.0820576,0.504303
873,0.0822877,0.503337
875,0.0824517,0.503448
877,0.082456,0.50282
879,0.082433,0.503045
881,0.0825122,0.502458
883,0.0825424,0.502245
885,0.0826149,0.502618
887,0.082538,0.502163
889,0.0826663,0.502301
891,0.0824992,0.502389
893,0.0824372,0.501953
895,0.0823065,0.501821
897,0.0824307,0.501894
899,0.0822591,0.501877
901,0.0821023,0.502093
903,0.0820724,0.502178
905,0.0818992,0.502181
907,0.0819435,0.502868
909,0.0819548,0.502498
911,0.0820634,0.502258
913,0.0820545,0.501764
915,0.0820025,0.501371
917,0.0818364,0.501318
919,0.0817288,0.501351
921,0.0817454,0.501239
923,0.0819068,0.501391
925,0.0818231,0.500948
927,0.0817985,0.500952
929,0.0817323,0.500536
931,0.0818545,0.500399
933,0.0819271,0.500215
935,0.0819374,0.500404
937,0.0817761,0.500551
939,0.0818671,0.499804
941,0.0819354,0.50048
943,0.0819936,0.500444
945,0.0818735,0.500113
947,0.0818264,0.500194
949,0.0820482,0.501097
951,0.0820435,0.500805
953,0.0821901,0.499989
955,0.0821068,0.500274
957,0.0819668,0.500164
959,0.0819164,0.500664
961,0.0818107,0.500946
963,0.0817541,0.50128
965,0.0816376,0.501598
967,0.0816991,0.501529
969,0.0818187,0.501841
971,0.0819648,0.501071
973,0.0819944,0.5014
975,0.0819759,0.50153
977,0.0819978,0.501357
979,0.0820156,0.501002
981,0.0820918,0.500301
983,0.0820835,0.499739
985,0.0821956,0.49999
987,0.082103,0.500352
989,0.0819392,0.500348
991,0.0818392,0.499996
993,0.082004,0.500189
995,0.0819234,0.50056
997,0.0819269,0.501038
999,0.081899,0.500983
1001,0.0819642,0.501524
1003,0.0818754,0.501245
1005,0.0819271,0.500671
1007,0.0820274,0.500549
1009,0.0821086,0.500606
1011,0.0820103,0.500556
1013,0.0821368,0.500468
1015,0.0820009,0.500381
1017,0.0819686,0.500497
1019,0.0820407,0.50079
1021,0.0819819,0.500894
1023,0.0819034,0.501269
1025,0.0817559,0.501196
1027,0.0816197,0.500998
1029,0.0818332,0.501056
1031,0.0816978,0.501236
1033,0.081859,0.501184
1035,0.0819178,0.500671
1037,0.0820449,0.501406
1039,0.082031,0.501052
1041,0.082017,0.500937
1043,0.0819439,0.501123
1045,0.0822331,0.501106
1047,0.0823005,0.501058
1049,0.0823452,0.500464
1051,0.0824842,0.499719
1053,0.0824061,0.499914
1055,0.0825507,0.500659
1057,0.0825902,0.50005
1059,0.0825667,0.499613
1061,0.082646,0.498983
1063,0.0825406,0.499008
1065,0.0826004,0.499607
1067,0.0826498,0.500222
1069,0.0803099,0.484566
1071,0.0803322,0.484774
1073,0.0802461,0.484717
1075,0.0801184,0.48479
1077,0.0801738,0.484992
1079,0.0802256,0.484717
1081,0.0803536,0.48402
1083,0.0805414,0.484126
1085,0.0806653,0.483428
1087,0.0805461,0.48355
1089,0.0805311,0.484044
1091,0.0807572,0.483215
1093,0.0807427,0.482721
1095,0.0807563,0.48297
1097,0.0807174,0.483263
1099,0.0806351,0.483111
1101,0.0804914,0.483039
1103,0.0804983,0.482727
1105,0.0804919,0.482656
1107,0.080587,0.483138
1109,0.0805945,0.482826
1111,0.0806028,0.48261
1113,0.0805797,0.483078
1115,0.0807608,0.483085
1117,0.0807465,0.483565
1119,0.0806211,0.483512
1121,0.0804873,0.483395
1123,0.0803838,0.483653
1125,0.0804418,0.484164
1127,0.080306,0.484167
1129,0.0802887,0.483772
1131,0.0802893,0.484245
1133,0.0802251,0.484062
1135,0.0802912,0.484271
1137,0.080165,0.484117
1139,0.0800623,0.483902
1141,0.0802864,0.4847
1143,0.0801925,0.484944
1145,0.0800895,0.485194
1147,0.0799679,0.485274
1149,0.0800637,0.485557
1151,0.0802191,0.486247
1153,0.0801023,0.486221
1155,0.0801555,0.486585
1157,0.0802347,0.487055
1159,0.0802808,0.487349
1161,0.0804478,0.486626
1163,0.0804133,0.487036
1165,0.0803743,0.487006
1167,0.0804283,0.487495
1169,0.0804546,0.486971
1171,0.0806114,0.486264
1173,0.0805863,0.486045
1175,0.0806198,0.486584
1177,0.0805644,0.486281
1179,0.080483,0.486076
1181,0.0804092,0.485792
1183,0.0803813,0.485854
1185,0.0803754,0.486315
1187,0.0803074,0.486392
1189,0.080332,0.486248
1191,0.0803177,0.486334
1193,0.0804385,0.485682
1195,0.0803161,0.485566
1197,0.0802527,0.485742
1199,0.0804543,0.486489
1201,0.0805336,0.486217
1203,0.0806594,0.486061
1205,0.0806275,0.486421
1207,0.0805636,0.48672
1209,0.080554,0.486789
1211,0.0804903,0.486759
1213,0.0805366,0.486417
1215,0.0805032,0.486666
1217,0.0805,0.486209
1219,0.0806218,0.486323
1221,0.0805273,0.486115
1223,0.080454,0.486266
1225,0.0803853,0.486052
1227,0.0803629,0.486114
1229,0.0803013,0.486436
1231,0.080291,0.486
1233,0.0802923,0.485965
1235,0.0803414,0.48548
1237,0.0804119,0.48519
1239,0.0804433,0.484697
1241,0.0803306,0.484536
1243,0.080366,0.484854
1245,0.0803828,0.4851
1247,0.0803872,0.484647
1249,0.0802643,0.484656
1251,0.080356,0.48461
1253,0.0804427,0.485195
1255,0.0803725,0.484911
1257,0.0805752,0.484185
1259,0.0804926,0.484453
1261,0.0805126,0.484936
1263,0.0805405,0.485307
1265,0.0808028,0.486092
1267,0.0809826,0.486778
1269,0.0810236,0.487207
1271,0.0811312,0.487419
1273,0.081098,0.487044
1275,0.0810393,0.486763
1277,0.0809465,0.486979
1279,0.0809398,0.486582
1281,0.0809279,0.486242
1283,0.0811582,0.486987
1285,0.0811419,0.486577
1287,0.0810566,0.486329
1289,0.0811951,0.486508
1291,0.0814232,0.487249
1293,0.0815038,0.487812
1295,0.0814576,0.488053
1297,0.0814583,0.488209
1299,0.0814136,0.488413
1301,0.0814634,0.487917
1303,0.0813466,0.487922
1305,0.0813526,0.488014
1307,0.0813787,0.488492
1309,0.0813647,0.488219
1311,0.0814209,0.488676
1313,0.0814308,0.489031
1315,0.0813889,0.48935
1317,0.0815489,0.489402
1319,0.0815693,0.48896
1321,0.0817488,0.488985
1323,0.0817204,0.489026
1325,0.0818048,0.489565
1327,0.0817614,0.489867
1329,0.0817812,0.489468
1331,0.081725,0.489159
1333,0.0816244,0.489255
1335,0.0816625,0.489726
1337,0.081562,0.489854
1339,0.0816211,0.489531
1341,0.0815578,0.489751
1343,0.0814734,0.489712
1345,0.0814116,0.489451
1347,0.0813998,0.489176
1349,0.0814136,0.488729
1351,0.0814629,0.488691
1353,0.0815114,0.488212
1355,0.0815685,0.488303
1357,0.0815263,0.488526
1359,0.0816859,0.488464
1361,0.0817026,0.488554
1363,0.0816659,0.488211
1365,0.0817821,0.488236
1367,0.0818347,0.487821
1369,0.0817749,0.488075
1371,0.0816632,0.488042
1373,0.0818372,0.48739
1375,0.0818098,0.487636
1377,0.0818914,0.487788
1379,0.0819488,0.488083
1381,0.0819715,0.488047
1383,0.0818584,0.488027
1385,0.0818338,0.488237
1387,0.0817489,0.488454
1389,0.0817629,0.488849
1391,0.0816919,0.489063
1393,0.0817348,0.489532
1395,0.0818296,0.489425
1397,0.0819447,0.489369
1399,0.0819035,0.489245
1401,0.0818033,0.489399
1403,0.0817921,0.489287
1405,0.081865,0.489726
1407,0.0819208,0.489728
1409,0.0820476,0.489784
1411,0.0820844,0.489331
1413,0.0821429,0.489822
1415,0.0820692,0.490007
1417,0.0821023,0.489551
1419,0.0821027,0.489204
1421,0.0821744,0.489705
1423,0.0821605,0.49006
1425,0.0821709,0.490456
1427,0.0820581,0.490445
1429,0.0820873,0.490846
1431,0.0820601,0.490627
1433,0.0820254,0.490297
1435,0.0820463,0.490326
1437,0.0819773,0.490079
1439,0.0819333,0.490012
1441,0.0819415,0.490281
1443,0.0818621,0.490065
1445,0.0818524,0.490433
1447,0.0819645,0.490433
1449,0.081998,0.490742
1451,0.0820915,0.491241
1453,0.0820604,0.49141
1455,0.0820775,0.491038
1457,0.0820631,0.491397
1459,0.0819696,0.491558
1461,0.0819004,0.491691
1463,0.0818877,0.491571
1465,0.0819373,0.491156
1467,0.0818485,0.491024
1469,0.0818479,0.490924
1471,0.0818151,0.490722
1473,0.0819218,0.490664
1475,0.0818527,0.490843
1477,0.0817703,0.491033
1479,0.0816847,0.491216
1481,0.0817058,0.491021
1483,0.081612,0.490905
1485,0.0815332,0.491018
1487,0.0815059,0.490824
1489,0.0814763,0.490606
1491,0.0815591,0.491098
1493,0.0816723,0.491644
1495,0.081689,0.492002
1497,0.0817225,0.491581
1499,0.0818078,0.491709
1501,0.0817877,0.491706
1503,0.081805,0.491313
1505,0.0817137,0.491465
1507,0.0817867,0.491001
1509,0.0817484,0.490922
1511,0.0817719,0.491043
1513,0.0817425,0.490722
1515,0.0817164,0.49105
1517,0.0817544,0.491209
1519,0.0817441,0.49142
1521,0.0816516,0.491486
1523,0.0815691,0.491309
1525,0.0816281,0.491676
1527,0.0816304,0.491722
1529,0.0816345,0.491432
1531,0.0815995,0.491497
1533,0.0816448,0.491565
1535,0.0816078,0.491834
1537,0.0815114,0.491918
1539,0.0815537,0.49178
1541,0.0816158,0.491932
1543,0.0816701,0.492287
1545,0.0816716,0.492238
1547,0.0817018,0.491835
1549,0.081806,0.491319
1551,0.0817011,0.491337
1553,0.0817585,0.491787
1555,0.0817397,0.491894
1557,0.0818585,0.491876
1559,0.0819821,0.491963
1561,0.0819911,0.49225
1563,0.0819474,0.492269
1565,0.0819984,0.492712
1567,0.0819206,0.492605
1569,0.0818225,0.492672
1571,0.0819279,0.493168
1573,0.0819777,0.49351
1575,0.0819241,0.493533
1577,0.0818587,0.493736
1579,0.0818605,0.494101
1581,0.08181,0.49414
1583,0.0817436,0.493995
1585,0.0817977,0.49356
1587,0.0818554,0.49354
1589,0.0819818,0.493618
1591,0.081993,0.493469
1593,0.0819964,0.493651
1595,0.0819249,0.493698
1597,0.0819593,0.493816
1599,0.0820488,0.494289
1601,0.0820889,0.494589
1603,0.0821174,0.49433
1605,0.0822258,0.494838
1607,0.0821842,0.49511
1609,0.0820862,0.495106
1611,0.0820553,0.494865
1613,0.0820658,0.495221
1615,0.0820803,0.495082
1617,0.0820241,0.495253
1619,0.0820705,0.495332
1621,0.0819891,0.495212
1623,0.0818995,0.49517
1625,0.0819407,0.495565
1627,0.0820994,0.495588
1629,0.082201,0.49551
1631,0.0821544,0.49556
1633,0.082231,0.495125
1635,0.0822715,0.495331
1637,0.082341,0.494875
1639,0.0822555,0.495002
1641,0.0822791,0.494852
1643,0.0822115,0.495016
1645,0.0821647,0.49512
1647,0.0820778,0.49523
1649,0.0821513,0.495688
1651,0.0820633,0.495577
1653,0.0821739,0.495677
1655,0.0821977,0.496055
1657,0.0822594,0.49649
1659,0.0822724,0.496853
1661,0.082245,0.497109
1663,0.0823193,0.497059
1665,0.0823046,0.497251
1667,0.0824065,0.497726
1669,0.0823132,0.497723
1671,0.0822603,0.497597
1673,0.0821903,0.497472
1675,0.0821641,0.497499
1677,0.0820895,0.497544
1679,0.0820535,0.49777
1681,0.0820281,0.497476
1683,0.0820467,0.497692
1685,0.082009,0.497642
1687,0.0820067,0.497318
1689,0.0819836,0.497095
1691,0.0820042,0.497219
1693,0.0820763,0.497642
1695,0.0820628,0.497491
1697,0.0820782,0.4977
1699,0.0821276,0.498046
1701,0.0821122,0.497761
1703,0.0821399,0.497806
1705,0.0821818,0.498052
1707,0.0822528,0.497609
1709,0.082284,0.497804
1711,0.0822149,0.497981
1713,0.0821775,0.497865
1715,0.0821978,0.49757
1717,0.0821427,0.497357
1719,0.0820888,0.497555
1721,0.0819935,0.497547
1723,0.0820531,0.497136
1725,0.0820131,0.496937
1727,0.0820704,0.497356
1729,0.082061,0.497099
1731,0.0820467,0.4973
1733,0.0820553,0.497113
1735,0.0821063,0.496744
1737,0.0821205,0.496478
1739,0.0821064,0.496234
1741,0.0820662,0.496359
1743,0.0820823,0.496185
1745,0.082071,0.495916
1747,0.0821084,0.495759
1749,0.0820254,0.49583
1751,0.0820697,0.496064
1753,0.0820583,0.495834
1755,0.0820141,0.49572
1757,0.0820513,0.495561
1759,0.0820054,0.495704
1761,0.0819278,0.495601
1763,0.0819723,0.495221
1765,0.0818879,0.495228
1767,0.0818893,0.494987
1769,0.0819501,0.49458
1771,0.0819598,0.494808
1773,0.0821419,0.494814
1775,0.0821476,0.494531
1777,0.082204,0.494122
1779,0.0822211,0.493946
1781,0.0821718,0.494097
1783,0.0821716,0.494371
1785,0.0822536,0.494804
1787,0.0821713,0.49486
1789,0.082254,0.4953
1791,0.0821821,0.495157
1793,0.0821371,0.495117
1795,0.0820688,0.495159
1797,0.0820115,0.495015
1799,0.0820065,0.494717
1801,0.0820382,0.494593
1803,0.0820156,0.494866
1805,0.0821038,0.494832
1807,0.08215,0.494445
1809,0.0822508,0.493994
1811,0.0822531,0.494315
1813,0.0821836,0.494344
1815,0.0821165,0.494503
1817,0.0821524,0.494131
1819,0.0822125,0.49374
1821,0.0822411,0.493582
1823,0.0821781,0.493411
1825,0.0821461,0.493454
1827,0.08219,0.493756
1829,0.0822052,0.493422
1831,0.0822959,0.493864
1833,0.0822626,0.493784
1835,0.0822125,0.493741
1837,0.0821571,0.493881
1839,0.0820686,0.493866
1841,0.0821074,0.493963
1843,0.0820472,0.493887
1845,0.0820759,0.494204
1847,0.0820968,0.494217
1849,0.0821103,0.493948
1851,0.0821703,0.493943
1853,0.0822164,0.49357
1855,0.0821371,0.493474
1857,0.0821821,0.493696
1859,0.0822355,0.493788
1861,0.082196,0.493977
1863,0.0822023,0.49394
1865,0.0821688,0.49407
1867,0.0823,0.494049
1869,0.0822137,0.494071
1871,0.0821286,0.49402
1873,0.0820945,0.494259
1875,0.0821277,0.493947
1877,0.0820913,0.493882
1879,0.0820774,0.493834
1881,0.0821075,0.493682
1883,0.0821065,0.493979
1885,0.0820745,0.493738
1887,0.0820984,0.493405
1889,0.0821408,0.493255
1891,0.0820934,0.493108
1893,0.0820772,0.493366
1895,0.0821442,0.49349
1897,0.0821915,0.493736
1899,0.0822827,0.493312
1901,0.0822027,0.49336
1903,0.0821603,0.493197
1905,0.0820919,0.493109
1907,0.0821197,0.493391
1909,0.0821009,0.493656
1911,0.0820362,0.493684
1913,0.0820035,0.493847
1915,0.0820836,0.493431
1917,0.0820747,0.49341
1919,0.0820033,0.493293
1921,0.0820142,0.493337
1923,0.0820384,0.493183
1925,0.08196,0.49324
1927,0.0820002,0.493378
1929,0.0819216,0.493428
1931,0.0820362,0.493452
1933,0.082041,0.493206
1935,0.0819842,0.493045
1937,0.0820682,0.49346
1939,0.0820105,0.493473
1941,0.0820566,0.493284
1943,0.0820764,0.493022
1945,0.0820524,0.492845
1947,0.0820024,0.492725
1949,0.0819997,0.492845
1951,0.0819327,0.492973
1953,0.0818938,0.492973
1955,0.0818681,0.492896
1957,0.0819713,0.493332
1959,0.0819519,0.493152
1961,0.0819518,0.492915
1963,0.0818718,0.492965
1965,0.0818566,0.493165
1967,0.0818585,0.493354
1969,0.081831,0.493339
1971,0.0818308,0.493069
1973,0.0818298,0.492783
1975,0.081814,0.493044
1977,0.0817702,0.492846
1979,0.0818233,0.493184
1981,0.0818129,0.493073
1983,0.0818189,0.493133
1985,0.08191,0.493551
1987,0.0819819,0.493475
1989,0.0820164,0.493495
1991,0.0819759,0.49329
1993,0.0819917,0.493366
1995,0.0819969,0.493662
1997,0.0819622,0.49388
1999,0.0819126,0.493729
2001,0.0819364,0.493888
2003,0.0819401,0.493874
2005,0.0818601,0.493915
2007,0.0819409,0.494316
2009,0.0819919,0.494675
2011,0.0820112,0.49492
2013,0.0819765,0.495092
2015,0.0819381,0.495212
2017,0.0819306,0.495476
2019,0.0818812,0.495386
2021,0.0819234,0.495658
2023,0.0819285,0.49571
2025,0.081859,0.495739
2027,0.0819367,0.495346
2029,0.0818919,0.495159
2031,0.0818442,0.49509
2033,0.0817852,0.495106
2035,0.0817489,0.494936
2037,0.0817544,0.495072
2039,0.0817859,0.49496
2041,0.0817337,0.494907
2043,0.0817148,0.495136
2045,0.0816417,0.495055
2047,0.0816622,0.494752
2049,0.081613,0.49464
2051,0.0815796,0.494596
2053,0.0815908,0.49439
2055,0.0815114,0.494385
2057,0.0814977,0.49423
2059,0.0814291,0.494277
2061,0.0814391,0.494312
2063,0.0813819,0.494412
2065,0.0813657,0.494293
2067,0.0813055,0.494385
2069,0.0812595,0.494523
2071,0.0812725,0.494523
2073,0.0812572,0.494616
2075,0.0812187,0.494801
2077,0.0812415,0.494872
2079,0.0812268,0.495049
